resource,path,palette,tag,template_resref,original_base,original_label,original_limit,role,action,shop_copies,planned_base
cnr_t_aguja,src/cnr/uti/cnr_t_aguja.uti.json,CNR - Peleteria,cnr_t_aguja,cnr_t_aguja,0,shortsword,1,tool,dedicated_stack_10,1,520
cnr_t_aguja_peq,src/cnr/uti/cnr_t_aguja_peq.uti.json,CNR - Peleteria,cnr_t_aguja,cnr_t_aguja_peq,22,dagger,1,tool,dedicated_stack_10,1,522
cnr_t_desol_gran,src/cnr/uti/cnr_t_desol_gran.uti.json,CNR - Peleteria,cnr_t_desollador,cnr_t_desollador,0,shortsword,1,tool,dedicated_stack_10,1,520
cnr_t_desollador,src/cnr/uti/cnr_t_desollador.uti.json,CNR - Peleteria,cnr_t_desollador,cnr_t_desollador,22,dagger,1,tool,dedicated_stack_10,1,522
cnr_t_gu_alquim,src/cnr/uti/cnr_t_gu_alquim.uti.json,CNR - Alquimia,cnr_t_gu_alquim,cnr_t_gu_alquim,36,gloves,1,tool,dedicated_stack_10,1,526
cnr_t_gu_cocina,src/cnr/uti/cnr_t_gu_cocina.uti.json,CNR - Alquimia,cnr_t_gu_cocina,cnr_t_gu_cocina,36,gloves,1,tool,dedicated_stack_10,1,526
cnr_t_gu_fundid,src/cnr/uti/cnr_t_gu_fundid.uti.json,CNR - Herreria,cnr_t_gu_fundid,cnr_t_gu_fundid,36,gloves,1,tool,dedicated_stack_10,1,526
cnr_t_kit_carp,src/cnr/uti/cnr_t_kit_carp.uti.json,CNR - Carpinteria,cnr_t_kit_carp,cnr_t_kit_carp,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_kit_cuero,src/cnr/uti/cnr_t_kit_cuero.uti.json,CNR - Peleteria,cnr_t_kit_cuero,cnr_t_kit_cuero,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_kit_orfeb,src/cnr/uti/cnr_t_kit_orfeb.uti.json,,cnr_t_kit_orfeb,cnr_t_kit_orfeb,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_kit_sastre,src/cnr/uti/cnr_t_kit_sastre.uti.json,CNR - Sastreria,cnr_t_kit_sastre,cnr_t_kit_sastre,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_kit_serr,src/cnr/uti/cnr_t_kit_serr.uti.json,CNR - Carpinteria,cnr_t_kit_serr,cnr_t_kit_serr,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_martlig_2,src/cnr/uti/cnr_t_martlig_2.uti.json,CNR - Herreria,cnr_t_martligero,cnr_t_martlig_2,37,lighthammer,1,tool,dedicated_stack_10,0,527
cnr_t_martlig_3,src/cnr/uti/cnr_t_martlig_3.uti.json,CNR - Herreria,cnr_t_martligero,cnr_t_martlig_3,37,lighthammer,1,tool,dedicated_stack_10,0,527
cnr_t_martlig_4,src/cnr/uti/cnr_t_martlig_4.uti.json,CNR - Herreria,cnr_t_martligero,cnr_t_martlig_4,37,lighthammer,1,tool,dedicated_stack_10,0,527
cnr_t_martligero,src/cnr/uti/cnr_t_martligero.uti.json,CNR - Herreria,cnr_t_martligero,cnr_t_martligero,37,lighthammer,1,tool,dedicated_stack_10,1,527
cnr_t_mo_arma,src/cnr/uti/cnr_t_mo_arma.uti.json,CNR - Herreria,cnr_t_mo_arma,cnr_t_mo_arma,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_mo_armcomp,src/cnr/uti/cnr_t_mo_armcomp.uti.json,CNR - Herreria,cnr_t_mo_armcomp,cnr_t_mo_armcomp,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_mo_aro,src/cnr/uti/cnr_t_mo_aro.uti.json,CNR - Joyeria,cnr_t_mo_aro,cnr_t_mo_aro,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_mo_bala,src/cnr/uti/cnr_t_mo_bala.uti.json,CNR - Herreria,cnr_t_mo_bala,cnr_t_mo_bala,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_mo_cadena,src/cnr/uti/cnr_t_mo_cadena.uti.json,CNR - Joyeria,cnr_t_mo_cadena,cnr_t_mo_cadena,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_mo_escamas,src/cnr/uti/cnr_t_mo_escamas.uti.json,CNR - Herreria,cnr_t_mo_escamas,cnr_t_mo_escamas,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_mo_escgra,src/cnr/uti/cnr_t_mo_escgra.uti.json,CNR - Herreria,cnr_t_mo_escgra,cnr_t_mo_escgra,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_mo_escpav,src/cnr/uti/cnr_t_mo_escpav.uti.json,CNR - Herreria,cnr_t_mo_escpav,cnr_t_mo_escpav,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_mo_escpeq,src/cnr/uti/cnr_t_mo_escpeq.uti.json,CNR - Herreria,cnr_t_mo_escpeq,cnr_t_mo_escpeq,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_mo_yelmo,src/cnr/uti/cnr_t_mo_yelmo.uti.json,CNR - Herreria,cnr_t_mo_yelmo,cnr_t_mo_yelmo,307,miscmedium2,1,tool,dedicated_stack_10,1,536
cnr_t_pl_armad,src/cnr/uti/cnr_t_pl_armad.uti.json,CNR - Peleteria,cnr_t_pl_armad,cnr_t_pl_armad,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_pl_botas,src/cnr/uti/cnr_t_pl_botas.uti.json,CNR - Peleteria,cnr_t_pl_botas,cnr_t_pl_botas,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_pl_braz,src/cnr/uti/cnr_t_pl_braz.uti.json,CNR - Sastreria,cnr_t_pl_braz,cnr_t_pl_braz,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_pl_capa,src/cnr/uti/cnr_t_pl_capa.uti.json,CNR - Sastreria,cnr_t_pl_capa,cnr_t_pl_capa,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_pl_cinto,src/cnr/uti/cnr_t_pl_cinto.uti.json,CNR - Peleteria,cnr_t_pl_cinto,cnr_t_pl_cinto,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_pl_guantes,src/cnr/uti/cnr_t_pl_guantes.uti.json,CNR - Peleteria,cnr_t_pl_guantes,cnr_t_pl_guantes,29,miscmedium,1,tool,dedicated_stack_10,1,525
cnr_t_sierra,src/cnr/uti/cnr_t_sierra.uti.json,CNR - Carpinteria,cnr_t_sierra,cnr_t_sierra,29,miscmedium,1,tool,dedicated_stack_10,1,525
cuchillorecolect,src/shared/uti/cuchillorecolect.uti.json,,cuchillorecolector,cuchillorecolect,22,dagger,1,tool,dedicated_stack_10,4,522
hozrecolector,src/shared/uti/hozrecolector.uti.json,,hozrecolector,hozrecolector,60,sickle,1,tool,dedicated_stack_10,4,529
mazodeminero,src/shared/uti/mazodeminero.uti.json,,mazodeminero,mazodeminero,28,club,1,tool,dedicated_stack_10,1,524
picodegemas,src/shared/uti/picodegemas.uti.json,,picodegemas,picodegemas,302,lightpick,1,tool,dedicated_stack_10,1,535
picodeminero,src/shared/uti/picodeminero.uti.json,,picodeminero,picodeminero,301,heavypick,1,tool,dedicated_stack_10,1,534
sute_her_abj_a,src/cnr/uti/sute_her_abj_a.uti.json,CNR - Alquimia,sute_her_abj_a,sute_her_abj_a,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_abj_b,src/cnr/uti/sute_her_abj_b.uti.json,CNR - Alquimia,sute_her_abj_b,sute_her_abj_b,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_abj_m,src/cnr/uti/sute_her_abj_m.uti.json,CNR - Alquimia,sute_her_abj_m,sute_her_abj_m,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_adi_a,src/cnr/uti/sute_her_adi_a.uti.json,CNR - Alquimia,sute_her_adi_a,sute_her_adi_a,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_adi_b,src/cnr/uti/sute_her_adi_b.uti.json,CNR - Alquimia,sute_her_adi_b,sute_her_adi_b,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_adi_m,src/cnr/uti/sute_her_adi_m.uti.json,,sute_her_adi_m,sute_her_adi_m,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_con_a,src/cnr/uti/sute_her_con_a.uti.json,CNR - Alquimia,sute_her_con_a,sute_her_con_a,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_con_b,src/cnr/uti/sute_her_con_b.uti.json,CNR - Alquimia,sute_her_con_b,sute_her_con_b,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_con_m,src/cnr/uti/sute_her_con_m.uti.json,CNR - Alquimia,sute_her_con_m,sute_her_con_m,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_de1,src/cnr/uti/sute_her_de1.uti.json,,sute_her_DE1,sute_her_de1,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
sute_her_de2,src/cnr/uti/sute_her_de2.uti.json,,sute_her_DE2,sute_her_de2,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
sute_her_dh1,src/cnr/uti/sute_her_dh1.uti.json,,sute_her_DH1,sute_her_dh1,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
sute_her_dm1,src/cnr/uti/sute_her_dm1.uti.json,CNR - Alquimia,sute_her_DM1,sute_her_dm1,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,1,537
sute_her_enc_a,src/cnr/uti/sute_her_enc_a.uti.json,CNR - Alquimia,sute_her_enc_a,sute_her_enc_a,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_enc_b,src/cnr/uti/sute_her_enc_b.uti.json,CNR - Alquimia,sute_her_enc_b,sute_her_enc_b,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_evo_a,src/cnr/uti/sute_her_evo_a.uti.json,CNR - Alquimia,sute_her_evo_a,sute_her_evo_a,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_evo_b,src/cnr/uti/sute_her_evo_b.uti.json,CNR - Alquimia,sute_her_evo_b,sute_her_evo_b,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_f_ven,src/cnr/uti/sute_her_f_ven.uti.json,,sute_her_f_ven,sute_her_f_ven,81,grenade,10,material_or_consumable,retain_stack_10,0,81
sute_her_fe1,src/cnr/uti/sute_her_fe1.uti.json,,sute_her_FE1,sute_her_fe1,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
sute_her_fe2,src/cnr/uti/sute_her_fe2.uti.json,,sute_her_FE2,sute_her_fe2,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
sute_her_fn1,src/cnr/uti/sute_her_fn1.uti.json,,sute_her_FN1,sute_her_fn1,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
sute_her_fr1,src/cnr/uti/sute_her_fr1.uti.json,CNR - Alquimia,sute_her_FR1,sute_her_fr1,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
sute_her_ilu_a,src/cnr/uti/sute_her_ilu_a.uti.json,CNR - Alquimia,sute_her_ilu_a,sute_her_ilu_a,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_ilu_m,src/cnr/uti/sute_her_ilu_m.uti.json,CNR - Alquimia,sute_her_ilu_m,sute_her_ilu_m,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_nig_a,src/cnr/uti/sute_her_nig_a.uti.json,CNR - Alquimia,sute_her_nig_a,sute_her_nig_a,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_nig_b,src/cnr/uti/sute_her_nig_b.uti.json,CNR - Alquimia,sute_her_nig_b,sute_her_nig_b,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_nig_m,src/cnr/uti/sute_her_nig_m.uti.json,CNR - Alquimia,sute_her_nig_m,sute_her_nig_m,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_tra_a,src/cnr/uti/sute_her_tra_a.uti.json,CNR - Alquimia,sute_her_tra_a,sute_her_tra_a,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_tra_b,src/cnr/uti/sute_her_tra_b.uti.json,CNR - Alquimia,sute_her_tra_b,sute_her_tra_b,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_tra_m,src/cnr/uti/sute_her_tra_m.uti.json,CNR - Alquimia,sute_her_tra_m,sute_her_tra_m,49,potions,10,material_or_consumable,retain_stack_10,0,49
sute_her_vendas,src/cnr/uti/sute_her_vendas.uti.json,,sute_her_vendas,sute_her_vendas,79,miscthin,1,material_or_consumable,dedicated_stack_10,0,530
